systematic,gene,length,RNA_Prints
YPR048W,TAH18,1872,5413.261763
YPR109W,YPR109W,885,3032.147813
YPR121W,THI22,1719,1909.005029
YPR094W,RDS3,324,2619.703958
YPR055W,SEC8,3198,4330.342752
YPR104C,FHL1,2811,4986.12954
YPR063C,YPR063C,423,5771.438834
YPR073C,LTP1,486,5806.039907
YPR119W,CLB2,1476,4363.841119
YPR116W,RRG8,834,499.510639
YPR070W,MED1,1701,3740.830661
YPR068C,HOS1,1413,1688.333984
YPR083W,MDM36,1740,2208.263926
YPR113W,PIS1,663,14413.24274
YPR056W,TFB4,1017,3947.503386
YPR066W,UBA3,900,1128.153242
YPR101W,SNT309,528,3454.75663
YPR115W,RGC1,3252,4339.377531
YPR058W,YMC1,924,5083.597689
YPR120C,CLB5,1308,3203.086565
YPR062W,FCY1,477,12680.27628
YPR105C,COG4,2586,6358.214574
YPR087W,VPS69,321,448.5322182
YPR053C,YPR053C,456,5897.033558
YPR118W,MRI1,1236,13734.42798
YPR074W-A,YPR074W-A,171,6.865587587
YPR095C,SYT1,3681,3742.911899
YPR089W,YPR089W,2667,5401.1303
YPR075C,OPY2,1083,5057.56543
YPR082C,DIB1,432,3233.009269
YPR098C,YPR098C,486,3045.019884
YPR074C,TKL1,2043,63554.31999
YPR100W,MRPL51,423,5731.435112
YPR047W,MSF1,1410,2147.141642
YPR096C,YPR096C,303,135.656363
YPR112C,MRD1,2664,11474.1479
YPR102C,RPL11A,525,53137.44805
YPR078C,YPR078C,1119,169.4342534
YPR091C,NVJ2,2313,4750.633053
YPR065W,ROX1,1107,4073.291966
YPR071W,YPR071W,636,1379.350063
YPR050C,YPR050C,414,189.0764912
YPR086W,SUA7,1038,6958.579351
YPR111W,DBF20,1695,2334.121839
YPR088C,SRP54,1626,13845.50981
YPR092W,YPR092W,306,41.26384032
YPR076W,YPR076W,375,140.4901055
YPR081C,GRS2,1857,2032.641143
YPR059C,YPR059C,387,316.5613582
YPR061C,JID1,906,693.6930822
YPR108W,RPN7,1290,14401.23117
YPR057W,BRR1,1026,4107.609051
YPR079W,MRL1,1146,2794.375365
YPR072W,NOT5,1683,8142.685566
YPR122W,AXL1,3627,5039.623374
YPR114W,YPR114W,948,7186.942846
YPR064W,YPR064W,420,22.22722763
YPR046W,MCM16,546,2153.521091
YPR054W,SMK1,1167,230.9948218
YPR085C,ASA1,1332,2570.92927
YPR049C,ATG11,3537,2988.422423
YPR099C,YPR099C,357,256.8851533
YPR097W,YPR097W,3222,8136.196501
YPR103W,PRE2,864,16279.78793
YPR106W,ISR1,1332,3096.737904
YPR080W,TEF1,1377,196520.4439
YPR069C,SPE3,882,23051.87345
YPR051W,MAK3,531,5294.630998
YPR108W-A,YPR108W-A,213,16575.60069
YPR060C,ARO7,771,7137.057226
YPR110C,RPC40,1008,19895.84116
YPR117W,YPR117W,7470,6591.388053
YPR093C,ASR1,867,1342.603479
YPR107C,YTH1,627,3064.173762
YPR077C,YPR077C,372,62.38126314
YPR067W,ISA2,558,2201.819827
YPR145W,ASN1,1719,37840.8692
YPR186C,PZF1,1290,2157.742555
YPR128C,ANT1,987,4589.004342
YPR151C,SUE1,621,551.8604423
YPR173C,VPS4,1314,9989.396881
YPR160W,GPH1,2709,4823.589139
YPR145C-A,YPR145C-A,237,397.78215
YPR183W,DPM1,804,11723.85447
YPR146C,YPR146C,330,1339.562199
YPR134W,MSS18,807,2022.706303
YPR176C,BET2,978,4851.571842
YPR164W,MMS1,4224,5238.046215
YPR130C,YPR130C,408,415.3727936
YPR179C,HDA3,1968,3107.308947
YPR189W,SKI3,4299,9259.163397
YPR131C,NAT3,588,4045.362086
YPR171W,BSP1,1731,3495.746601
YPR187W,RPO26,468,14259.54111
YPR133C,SPN1,1233,8448.625407
YPR133W-A,TOM5,153,7237.630224
YPR149W,NCE102,522,20259.0252
YPR142C,YPR142C,564,248.7267517
YPR154W,PIN3,648,2774.119984
YPR138C,MEP3,1470,3632.158857
YPR175W,DPB2,2070,3150.271193
YPR137W,RRP9,1722,8014.482644
YPR180W,AOS1,1044,4027.767403
YPR178W,PRP4,1398,2797.454265
YPR158C-D,YPR158C-D_CDS,5268,43088.07317
YPR158C-C,YPR158C-C_CDS,1323,10366.29268
YPR147C,YPR147C,915,4074.049929
YPR157W,TDA6,1404,1372.143248
YPR137C-B,YPR137C-B_CDS,5268,55472.17842
YPR137C-A,YPR137C-A_CDS,1323,12867.97001
YPR161C,SGV1,1974,4854.791328
YPR159W,KRE6,2163,13338.4748
YPR129W,SCD6,1050,6757.952873
YPR170W-B,YPR170W-B,258,9645.645234
YPR170W-A,YPR170W-A,186,2669.005663
YPR139C,LOA1,903,4470.277195
YPR170C,YPR170C,336,395.9309314
YPR158W-A,YPR158W-A_CDS,1323,8438.447393
YPR158W-B,YPR158W-B_CDS,5271,38074.15308
YPR143W,RRP15,753,7157.144635
YPR153W,YPR153W,423,406.1411736
YPR159C-A,YPR159C-A,102,327709.2862
YPR169W,JIP5,1479,9991.573235
YPR165W,RHO1,630,26929.69093
YPR150W,YPR150W,522,98.29023984
YPR125W,YLH47,1365,4155.208399
YPR162C,ORC4,1590,3311.711268
YPR181C,SEC23,2307,19939.7183
YPR169W-A,YPR169W-A,219,5093.3926
YPR188C,MLC2,492,3942.599631
YPR132W,RPS23B,438,90902.83946
YPR166C,MRP2,348,4765.398137
YPR126C,YPR126C,309,106.2291755
YPR144C,NOC4,1659,6467.474041
YPR174C,YPR174C,666,1768.000982
YPR185W,ATG13,2217,2691.893176
YPR135W,CTF4,2784,3951.656895
YPR156C,TPO3,1869,3695.808722
YPR136C,YPR136C,513,213.5340345
YPR140W,TAZ1,1146,2675.637602
YPR163C,TIF3,1311,33531.61485
YPR160W-A,YPR160W-A,81,219.8113574
YPR160C-A,YPR160C-A,285,108.5005388
YPR167C,MET16,786,2741.528636
YPR158W,CUR1,759,2688.978503
YPR152C,URN1,1398,2142.719752
YPR168W,NUT2,474,1289.257074
YPR184W,GDB1,4611,3150.131439
YPR177C,YPR177C,372,43.09318786
YPR182W,SMX3,261,2563.746392
YPR148C,YPR148C,1308,10840.73795
YPR155C,NCA2,1851,3182.477776
YPR141C,KAR3,2190,2848.524591
YPR172W,YPR172W,603,2728.400856
YPR127W,YPR127W,1038,3320.994716
YPR203W,YPR203W,309,129.947343
YPR202W,YPR202W,717,293.4120336
YPR193C,HPA2,471,315.6160921
YPR194C,OPT2,2634,2280.0776
YPR197C,YPR197C,564,71.46113996
YPR200C,ARR2,393,277.6801927
YPR198W,SGE1,1632,3215.932399
YPR201W,ARR3,1215,317.5701815
YPR192W,AQY1,918,178.9562457
YPR196W,YPR196W,1413,1222.964207
YPR204C-A,YPR204C-A,483,162.0044925
YPR191W,QCR2,1107,8836.856883
YPR199C,ARR1,885,2636.409931
YPR204W,YPR204W,3099,2650.709763
YPR195C,YPR195C,330,151.6843902
YHR013C,ARD1,717,6271.614351
YHR147C,MRPL6,645,4705.009962
YHL022C,SPO11,1197,217.6832356
YHL030W,ECM29,5607,11189.26983
YHL015W,RPS20,366,194594.5384
YHL039W,EFM1,1758,6398.32002
YHL042W,YHL042W,453,315.560047
YHR007C,ERG11,1593,47946.3777
YHL013C,OTU2,924,4255.70316
YHL015W-A,YHL015W-A,84,22.35145212
YHL033C,RPL8A,771,47386.63755
YHL044W,YHL044W,708,872.5463445
YHL023C,NPR3,3441,3656.771889
YHR004C,NEM1,1341,2827.121844
YHL050W-A,YHL050W-A,483,153.7886402
YHL002W,HSE1,1359,4601.392239
YHL043W,ECM34,513,158.0687119
YHL038C,CBP2,1893,2846.452646
YHL014C,YLF2,1218,2251.185393
YHR009C,TDA3,1572,9098.732635
YHR001W,OSH7,1314,5740.127197
YHL008C,YHL008C,1884,2377.676677
YHL024W,RIM4,2142,702.8131481
YHL017W,YHL017W,1599,5167.341046
YHL007C,STE20,2820,7062.263084
YHL048W,COS8,1146,1991.980628
YHL001W,RPL14B,417,28128.54636
YHL031C,GOS1,672,2980.932846
YHL025W,SNF6,999,7228.482714
YHL009C,YAP3,993,2181.253244
YHL049C,YHL049C,816,926.7039411
YHL041W,YHL041W,450,7.524092422
YHL016C,DUR3,2208,1312.124538
YHR006W,STP2,1626,5170.47568
YHL047C,ARN2,1863,4950.72582
YHL002C-A,YHL002C-A,489,123.8064345
YHL018W,YHL018W,363,370.1983508
YHR007C-A,YHR007C-A,216,485.1850754
YHL006W-A,YHL006W-A,354,89.4361614
YHL026C,YHL026C,948,1580.624103
YHL034W-A,YHL034W-A,462,853.1550453
YHL036W,MUP3,1641,1397.048011
YHR003C,TCD1,1290,6084.028216
YHL034C,SBP1,885,18195.17474
YHL046W-A,YHL046W-A,327,39.52747561
YHL005C,YHL005C,393,80.17532782
YHL029C,OCA5,2040,3573.677868
YHL030W-A,YHL030W-A,462,128.922679
YHL011C,PRS3,963,15045.44518
YHL050C,YHL050C,2094,1946.458094
YHL040C,ARN1,1884,5246.514955
YHR008C,SOD2,702,9513.569932
YHL037C,YHL037C,402,40.6971273
YHL009W-B,YHL009W-B_CDS,5409,1531.064062
YHL009W-A,YHL009W-A_CDS,1242,1133.795239
YHR012W,VPS29,849,4824.946385
YHL027W,RIM101,1878,6541.892642
YHL006C,SHU1,453,645.8218963
YHL010C,ETP1,1758,1614.191815
YHR005C-A,TIM10,282,26529.11218
YHR011W,DIA4,1341,2059.992086
YHR001W-A,QCR10,234,3732.221112
YHL032C,GUT1,2130,3452.881434
YHL012W,YHL012W,1482,205.3157993
YHL020C,OPI1,1215,6810.534028
YHL045W,YHL045W,348,12.45728053
YHR005C,GPA1,1419,9536.858081
YHR002W,LEU5,1074,1761.368362
YHL003C,LAG1,1236,11016.94171
YHR010W,RPL27A,411,123616.0125
YHL046C,PAU13,363,17.10193276
YHL019W-A,YHL019W-A,594,112.1307714
YHL021C,AIM17,1398,5478.413772
YHL019C,APM2,1818,2466.358736
YHL035C,VMR1,4779,4845.176897
YHL004W,MRP4,1185,4585.992653
YHL028W,WSC4,1818,2659.112151
YHL048C-A,YHL048C-A,135,21.12701809
YHR052W,CIC1,1131,13532.62076
YHR032W,ERC1,1746,7404.290081
YHR027C,RPN1,2982,25954.42715
YHR040W,BCD1,1101,2939.090687
YHR017W,YSC83,1158,3711.965592
YHR063W-A,YHR063W-A,336,1585.047711
YHR061C,GIC1,945,1609.656874
YHR037W,PUT2,1728,5923.103732
YHR077C,NMD2,3270,7791.585287
YHR048W,YHK8,1545,1355.783473
YHR056W-A,YHR056W-A,435,52.96431664
YHR067W,HTD2,843,1780.641242
YHR036W,BRL1,1416,2551.171949
YHR016C,YSC84,1407,3795.549298
YHR068W,DYS1,1164,19540.01603
YHR076W,PTC7,1032,4705.927977
YHR021W-A,ECM12,456,246.9024253
YHR041C,SRB2,633,3589.15691
YHR020W,YHR020W,2067,34567.37281
YHR028W-A,YHR028W-A,321,80.33655654
YHR055C,CUP1-2,186,5852.539985
YHR049W,FSH1,732,7919.211741
YHR028C,DAP2,2457,8453.343121
YHR060W,VMA22,546,3529.947749
YHR073W-A,YHR073W-A,177,826.8387723
YHR025W,THR1,1074,15999.75699
YHR050W,SMF2,1650,5051.642798
YHR031C,RRM3,2172,3374.634424
YHR079C,IRE1,3348,3686.486861
YHR033W,YHR033W,1272,1748.08602
YHR065C,RRP3,1506,10383.6328
YHR039C,MSC7,1935,11304.62592
YHR039C-A,VMA10,345,25178.76178
YHR058C,MED6,888,2761.762651
YHR074W,QNS1,2145,9162.714818
YHR042W,NCP1,2076,15588.2597
YHR071W,PCL5,690,5906.118622
YHR071C-A,YHR071C-A,321,126.0382682
YHR030C,SLT2,1455,7468.085144
YHR038W,RRF1,693,1532.36314
YHR066W,SSF1,1362,6370.322495
YHR014W,SPO13,876,101.2098244
YHR053C,CUP1-1,186,5965.35497
YHR022C-A,YHR022C-A,90,74.59991387
YHR078W,YHR078W,1659,4035.585082
YHR026W,VMA16,642,16957.56903
YHR043C,DOG2,741,2909.326165
YHR070W,TRM5,1500,4632.491161
YHR050W-A,YHR050W-A,171,3020.891168
YHR072W-A,NOP10,177,24792.52263
YHR023W,MYO1,5787,10957.61508
YHR044C,DOG1,741,1178.589214
YHR056C,RSC30,2652,3295.22643
YHR063C,PAN5,1140,8562.389642
YHR073W,OSH3,2991,8272.573231
YHR045W,YHR045W,1683,5975.117006
YHR051W,COX6,447,9597.293939
YHR049C-A,YHR049C-A,297,236.6536963
YHR024C,MAS2,1449,5908.204058
YHR059W,FYV4,393,2454.409442
YHR064C,SSZ1,1617,49700.8193
YHR032W-A,YHR032W-A,180,1175.269315
YHR072W,ERG7,2196,10584.69892
YHR073C-B,YHR073C-B,81,22.21731478
YHR070C-A,YHR070C-A,411,154.4471296
YHR021C,RPS27B,249,97732.2631
YHR069C,RRP4,1080,7165.74602
YHR015W,MIP6,1980,560.577611
YHR029C,YHI9,885,3955.401448
YHR054W-A,YHR054W-A,195,273.0442772
YHR035W,NEL1,1893,1051.701429
YHR054C,YHR054C,1065,966.919895
YHR019C,DED81,1665,40195.4036
YHR032C-A,YHR032C-A,120,44.97185427
YHR046C,INM1,888,3778.902633
YHR075C,PPE1,1203,1563.546242
YHR052W-A,YHR052W-A,195,272.1802625
YHR022C,YHR022C,771,966.003259
YHR034C,PIH1,1035,2262.388437
YHR047C,AAP1,2571,12502.30938
YHR057C,CPR2,618,4683.970214
YHR062C,RPP1,882,4076.565194
YHR069C-A,YHR069C-A,363,145.5228441
YHR018C,ARG4,1392,17269.74903
YHR100C,GEP4,558,1523.852087
YHR120W,MSH1,2880,3990.526403
YHR124W,NDT80,1884,349.3682582
YHR139C-A,YHR139C-A,312,34.98401638
YHR092C,HXT4,1731,5008.615249
YHR140W,YHR140W,720,537.9086693
YHR083W,SAM35,990,5072.802887
YHR095W,YHR095W,495,157.9939245
YHR131W-A,YHR131W-A,246,19.2108054
YHR107C,CDC12,1224,6588.249897
YHR127W,YHR127W,732,3132.021226
YHR117W,TOM71,1920,5919.948656
YHR080C,YHR080C,4038,3735.697627
YHR088W,RPF1,888,5858.207174
YHR137W,ARO9,1542,9558.572398
YHR114W,BZZ1,1902,4037.232595
YHR139C,SPS100,981,144.8037632
YHR102W,KIC1,3243,4005.034566
YHR122W,CIA2,696,4507.307491
YHR132W-A,IGO2,396,4136.072596
YHR098C,SFB3,2790,12573.13201
YHR130C,YHR130C,336,376.6378314
YHR142W,CHS7,951,6807.16929
YHR116W,COX23,456,1158.099543
YHR085W,IPI1,1005,4982.260822
YHR090C,YNG2,849,3279.557506
YHR108W,GGA2,1758,11375.13414
YHR101C,BIG1,1008,1590.892627
YHR125W,YHR125W,306,3.55955134
YHR141C,RPL42B,321,58549.62046
YHR093W,AHT1,549,13.60924562
YHR082C,KSP1,3090,7559.789399
YHR136C,SPL2,447,5381.358174
YHR115C,DMA1,1251,4363.252867
YHR112C,YHR112C,1137,3372.966932
YHR106W,TRR2,1029,2876.93118
YHR129C,ARP1,1155,2358.032318
YHR104W,GRE3,984,5687.625685
YHR087W,RTC3,336,2448.398109
YHR132C,ECM14,1293,7328.88816
YHR131C,YHR131C,2553,3445.604762
YHR138C,YHR138C,345,1730.275535
YHR096C,HXT5,1779,607.9829569
YHR143W-A,RPC10,213,9869.182774
YHR103W,SBE22,2559,7742.574312
YHR133C,NSG1,876,9731.016965
YHR128W,FUR1,651,13708.77942
YHR123W,EPT1,1176,4496.511351
YHR079C-A,SAE3,276,23.5705667
YHR099W,TRA1,11235,46809.23107
YHR091C,MSR1,1932,2337.555859
YHR143W,DSE2,978,14355.39601
YHR084W,STE12,2067,4242.851887
YHR126C,ANS1,480,16.93597131
YHR146W,CRP1,1398,9667.164863
YHR110W,ERP5,639,4633.24943
YHR097C,YHR097C,1101,2188.465109
YHR118C,ORC6,1308,2729.407967
YHR094C,HXT1,1713,8738.744705
YHR081W,LRP1,555,4844.925181
YHR109W,CTM1,1758,1579.462241
YHR134W,WSS1,810,2537.90515
YHR089C,GAR1,618,19967.65524
YHR121W,LSM12,564,6923.132523
YHR137C-A,YHR137C-A,651,122.937888
YHR119W,SET1,3243,5614.002542
YHR111W,UBA4,1323,4432.381596
YHR105W,YPT35,645,929.0428862
YHR135C,YCK1,1617,7769.608171
YHR113W,APE4,1473,6123.719318
YHR086W,NAM8,1572,2896.54935
YHR144C,DCD1,939,3471.66817
YHR086W-A,YHR086W-A,162,6.430705246
YHR145C,YHR145C,357,1278.852394
YHR163W,SOL3,750,11348.06632
YHR148W,IMP3,552,3767.49334
YHR175W-A,YHR175W-A,150,912.9756213
YHR183W,GND1,1470,47054.73647
YHR173C,YHR173C,339,77.25077295
YHR198C,AIM18,966,2684.948286
YHR160C,PEX18,852,90.53032972
YHR162W,MPC2,390,40968.8086
YHR149C,SKG6,2205,4750.39717
YHR178W,STB5,2232,2140.729541
YHR200W,RPN10,807,11259.9732
YHR194W,MDM31,1740,2113.337257
YHR207C,SET5,1581,5065.169623
YHR199C-A,NBL1,222,515.7141233
YHR182W,YHR182W,2358,1928.781414
YHR195W,NVJ1,966,4131.576806
YHR175W,CTR2,570,3137.729211
YHR159W,TDA11,1515,1673.458338
YHR210C,YHR210C,1026,1099.580537
YHR199C,AIM46,933,4630.176714
YHR161C,YAP1801,1914,5001.754909
YHR169W,DBP8,1296,6106.840216
YHR204W,MNL1,2391,5551.543991
YHR185C,PFS1,714,70.21242652
YHR155W,YSP1,3687,4203.921646
YHR171W,ATG7,1893,1692.22728
YHR181W,SVP26,687,4651.075667
YHR184W,SSP1,1716,698.9055147
YHR205W,SCH9,2475,6783.937134
YHR206W,SKN7,1869,4240.736924
YHR172W,SPC97,2472,2544.230854
YHR180W-A,YHR180W-A,183,18444.58234
YHR188C,GPI16,1833,7291.362437
YHR192W,LNP1,837,3064.444056
YHR168W,MTG2,1557,1557.351615
YHR193C,EGD2,525,45403.12927
YHR193C-A,YHR193C-A,375,50.88553725
YHR167W,THP2,786,2670.49651
YHR177W,YHR177W,1362,376.3108801
YHR197W,RIX1,2292,8325.996441
YHR187W,IKI1,930,3758.647808
YHR152W,SPO12,522,3912.049532
YHR174W,ENO2,1314,516253.3107
YHR180C-B,YHR180C-B,105,7659.236651
YHR166C,CDC23,1881,2758.758223
YHR153C,SPO16,597,572.6871663
YHR202W,YHR202W,1809,1393.143334
YHR203C,RPS4B,786,64004.39058
YHR182C-A,YHR182C-A,474,1371.977405
YHR189W,PTH1,573,419.2699575
YHR208W,BAT1,1182,30314.17397
YHR186C,KOG1,4674,6109.313504
YHR158C,KEL1,3495,5653.080037
YHR151C,MTC6,1581,2747.493281
YHR165C,PRP8,7242,18605.95764
YHR179W,OYE2,1203,32728.45167
YHR157W,REC104,549,215.9355446
YHR165W-A,YHR165W-A,312,14.810789
YHR154W,RTT107,3213,4973.291798
YHR150W,PEX28,1740,2460.62213
YHR190W,ERG9,1335,14813.82687
YHR209W,CRG1,876,1389.840994
YHR176W,FMO1,1299,1158.851862
YHR180W,YHR180W,492,274.8027541
YHR156C,LIN1,1023,1591.337475
YHR164C,DNA2,4569,3594.511183
YHR196W,UTP9,1728,14425.66236
YHR201C,PPX1,1194,7829.718246
YHR170W,NMD3,1557,18778.21486
YHR191C,CTF8,402,2270.766609
YHR218W,YHR218W,1812,1623.008838
YHR212W-A,YHR212W-A,204,2.536091561
YHR214W,YHR214W,612,408.574904
YHR218W-A,YHR218W-A,318,258.5204399
YHR212C,YHR212C,336,5.849583303
YHR217C,YHR217C,462,8.520718311
YHR219W,YHR219W,1875,1896.746559
YHR219C-A,YHR219C-A,483,159.7185002
YHR216W,IMD2,1572,4128.636115
YHR213W-B,YHR213W-B,300,4.599848388
YHR213W-A,YHR213W-A,234,5.895025189
YHR214C-C,YHR214C-C_CDS,1437,10015.44667
YHR214C-D,YHR214C-D,294,5.086964771
YHR214W-A,YHR214W-A,486,1453.030662
YHR214C-B,YHR214C-B_CDS,5382,40991.42313
YHR213W,YHR213W,597,19.75024788
YHR215W,PHO12,1404,3588.41873
YHR214C-E,YHR214C-E,300,105.9036249
YHR211W,FLO5,3228,9564.732927
YMR259C,TRM732,4263,7317.553438
YMR196W,YMR196W,3267,4066.31843
YML004C,GLO1,981,11611.34255
YML071C,COG8,1824,4105.375018
YMR061W,RNA14,2034,8676.362207
YMR128W,ECM16,3804,10603.21904
YML129C,COX14,213,3377.091161
YML091C,RPM2,3609,6468.315089
YML119W,YML119W,1074,3437.554018
YML105C,SEC65,822,7282.533652
YML077W,BET5,480,3640.189364
YML127W,RSC9,1746,6605.491567
YML082W,YML082W,1950,3709.992623
YML112W,CTK3,891,2228.795489
YML122C,YML122C,381,62.77240481
YML131W,YML131W,1098,2621.97521
YML109W,ZDS2,2829,3141.282205
YML079W,YML079W,606,4823.451997
YML072C,TCB3,4638,27738.42638
YML094C-A,YML094C-A,402,157.9822036
YML089C,YML089C,369,16.86788033
YML116W,ATR1,1629,4435.867181
YML086C,ALO1,1581,8079.161992
YML094W,GIM5,492,3665.24209
YML100W,TSL1,3297,8842.381545
YML076C,WAR1,2835,2782.506508
YML126C,ERG13,1476,30472.86381
YML121W,GTR1,933,4830.248057
YML101C-A,YML101C-A,318,319.5516872
YML081C-A,ATP18,180,7691.143265
YML099W-A,YML099W-A,330,55.03524719
YML116W-A,YML116W-A,303,1183.881251
YML103C,NUP188,4968,14875.70337
YML083C,YML083C,1257,82.05729438
YML113W,DAT1,747,3124.880145
YML099C,ARG81,2643,4075.702742
YML128C,MSC1,1542,3792.683159
YML104C,MDM1,3384,4507.336757
YML132W,COS3,1140,1581.727544
YML090W,YML090W,387,47.26174789
YML133W-B,YML133W-B,483,160.3300519
YML133W-A,YML133W-A,576,187.0226144
YML100W-A,YML100W-A,174,44.17244354
YML108W,YML108W,318,3701.333248
YML097C,VPS9,1356,4123.371513
YML117W,NAB6,3405,8642.045436
YML085C,TUB1,1344,14295.27639
YML107C,PML39,1005,2864.700266
YML087C,AIM33,939,452.2739399
YML125C,PGA3,939,10656.93851
YML078W,CPR3,549,9559.356509
YML110C,COQ5,924,10336.01294
YML098W,TAF13,504,2897.828736
YML093W,UTP14,2700,10572.39865
YML133C,YML133C,4125,2971.196422
YML075C,HMG1,3165,16142.78726
YML120C,NDI1,1542,4233.554487
YML114C,TAF8,1533,3452.002551
YML102W,CAC2,1407,4577.671703
YML080W,DUS1,1272,4145.601652
YML124C,TUB3,1338,12901.50771
YML111W,BUL2,2763,5301.927468
YML084W,YML084W,309,35.44459775
YML118W,NGL3,1518,310.0156674
YML096W,YML096W,1578,3661.601635
YML106W,URA5,681,23955.72873
YML074C,FPR3,1236,18103.04388
YML123C,PHO84,1764,61446.67889
YML073C,RPL6A,531,79158.82064
YML101C,CUE4,354,2502.2247
YML095C,RAD10,633,948.9141467
YML115C,VAN1,1608,7989.178951
YML081W,TDA9,3756,7515.29365
YML088W,UFO1,2007,4502.142527
YML092C,PRE8,753,10706.81895
YML130C,ERO1,1692,7586.70917
YML007W,YAP1,1953,8014.172118
YML017W,PSP2,1782,5157.363769
YML047C,PRM6,1059,46.40132735
YML059C,NTE1,5040,7142.771119
YML050W,AIM32,936,1297.472498
YML069W,POB3,1659,10987.50582
YML028W,TSA1,591,89160.69659
YML067C,ERV41,1059,7283.393741
YML062C,MFT1,1179,4118.905818
YML060W,OGG1,1131,2362.44069
YML035C,AMD1,2433,7656.6751
YML021C,UNG1,1080,3262.43846
YML012C-A,YML012C-A,378,147.7297199
YML064C,TEM1,738,4089.430084
YML031W,NDC1,1968,6888.838468
YML043C,RRN11,1524,3082.072832
YML048W,GSF2,1212,11782.36303
YML009C,MRPL39,213,3980.398878
YML026C,RPS18B,441,82185.99857
YML057C-A,YML057C-A,390,58.19794968
YML029W,USA1,2517,3806.224421
YML034W,SRC1,2505,4922.975046
YML061C,PIF1,2580,4273.0326
YML016C,PPZ1,2079,5548.823565
YML019W,OST6,999,5868.656507
YML005W,TRM12,1389,2632.459886
YML022W,APT1,564,17578.19622
YML058W,SML1,315,18992.43411
YML039W,YML039W_CDS,5268,59725.84289
YML015C,TAF11,1041,2809.406141
YML040W,YML040W_CDS,1323,11713.05693
YML058W-A,HUG1,207,454.6622492
YML049C,RSE1,4086,6269.776329
YML054C,CYB2,1776,1699.650065
YML031C-A,YML031C-A,336,32.56158642
YML057W,CMP2,1815,4957.489798
YML030W,RCF1,480,3063.527371
YML065W,ORC1,2745,4343.852267
YML027W,YOX1,1158,2470.968499
YML037C,YML037C,1023,754.3075387
YML011C,RAD33,534,1822.361924
YML053C,YML053C,639,2896.316112
YML018C,YML018C,1182,6783.770155
YML054C-A,YML054C-A,159,5.160529511
YML023C,NSE5,1671,3863.888768
YML024W,RPS17A,411,103655.0085
YML007C-A,YML007C-A,111,307.8170433
YML045W,YML045W_CDS,5268,49004.08612
YML025C,YML6,861,3513.236411
YML034C-A,YML034C-A,399,34.26858451
YML066C,SMA2,1110,116.308786
YML070W,DAK1,1755,10719.36809
YML038C,YMD8,1329,6089.5286
YML036W,CGI121,546,2751.671464
YML020W,YML020W,1995,2228.192401
YML013W,UBX2,1755,3574.801459
YML041C,VPS71,843,2653.565906
YML006C,GIS4,2325,3238.18567
YML014W,TRM9,840,3257.05563
YML046W,PRP39,1890,4470.62638
YML045W-A,YML045W-A_CDS,1323,9587.398301
YML009C-A,YML009C-A,327,331.9066869
YML056C,IMD4,1575,40272.73215
YML012W,ERV25,636,21074.74827
YML051W,GAL80,1308,3625.264965
YML068W,ITT1,1395,2466.459052
YML052W,SUR7,909,11495.53552
YML042W,CAT2,2013,1125.51063
YML008C,ERG6,1152,24038.72677
YML032C,RAD52,1416,4441.222525
YML010W,SPT5,3192,14003.40101
YML047W-A,YML047W-A,366,114.9769584
YML055W,SPC2,537,4776.201127
YML009W-B,YML009W-B,477,2383.369457
YML063W,RPS1B,768,175030.4333
YMR013W-A,YMR013W-A,81,195530.7724
YMR015C,ERG5,1617,16586.23173
YMR009W,ADI1,540,3755.6875
YMR002W,MIX17,471,15323.42838
YMR032W,HOF1,2010,3293.87228
YMR028W,TAP42,1101,2439.677036
YMR044W,IOC4,1428,4593.428259
YMR001C-A,YMR001C-A,231,815.7320371
YMR043W,MCM1,861,4426.398154
YMR053C,STB2,2553,981.2412613
YMR006C,PLB2,2121,7630.975643
YMR013C-A,YMR013C-A,150,612.5660044
YMR019W,STB4,2850,4210.551261
YMR010W,YMR010W,1218,4546.526712
YMR026C,PEX12,1200,2905.021933
YMR040W,YET2,483,726.0905184
YMR056C,AAC1,930,1314.284397
YMR036C,MIH1,1665,2060.150336
YMR049C,ERB1,2424,11992.94376
YMR021C,MAC1,1254,2618.836522
YMR014W,BUD22,1560,6852.032605
YMR003W,AIM34,597,1856.149992
YMR013C,SEC59,1560,3370.925523
YMR031C,EIS1,2532,6789.103112
YMR022W,UBC7,498,4764.232805
YMR031W-A,YMR031W-A,327,14.69541159
YMR030W-A,YMR030W-A,291,409.1444626
YMR018W,YMR018W,1545,364.793688
YMR027W,YMR027W,1413,9421.14522
YMR017W,SPO20,1194,165.9875998
YMR035W,IMP2,534,2232.92528
YMR029C,FAR8,1572,5150.763134
YML001W,YPT7,627,11279.55698
YMR052C-A,YMR052C-A,366,118.9167028
YMR007W,YMR007W,381,115.3113479
YMR045C,YMR045C_CDS,5268,33415.92413
YMR059W,SEN15,387,2096.05712
YMR054W,STV1,2673,6452.295534
YMR030W,RSF1,1131,1033.704098
YMR046W-A,YMR046W-A,129,268.5687505
YMR023C,MSS1,1581,18592.56369
YMR055C,BUB2,921,1552.018524
YMR041C,ARA2,1008,1944.428039
YMR060C,SAM37,984,3219.324306
YMR012W,CLU1,3834,35923.24963
YMR004W,MVP1,1536,4067.136812
YMR046C,YMR046C_CDS,1323,3813.986258
YMR034C,YMR034C,1305,989.636628
